sector0_superlayer0_layer0_paddle1  |         ahdc_mother  |ATOFpaddle1 sector0 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 0 layer manual 0 paddle manual 1 order manual 0 
sector2_superlayer1_layer1_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 1 paddle manual 12 order manual 0 
sector2_superlayer1_layer2_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 2 paddle manual 9 order manual 0 
sector2_superlayer1_layer2_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 2 paddle manual 10 order manual 0 
sector2_superlayer1_layer2_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 2 paddle manual 11 order manual 0 
sector2_superlayer1_layer2_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 2 paddle manual 12 order manual 0 
sector2_superlayer1_layer3_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 3 paddle manual 9 order manual 0 
sector2_superlayer1_layer3_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 3 paddle manual 10 order manual 0 
sector2_superlayer1_layer3_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 3 paddle manual 11 order manual 0 
sector2_superlayer1_layer3_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 3 paddle manual 12 order manual 0 
sector2_superlayer1_layer4_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 4 paddle manual 9 order manual 0 
sector2_superlayer1_layer4_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 4 paddle manual 10 order manual 0 
sector2_superlayer1_layer4_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 4 paddle manual 11 order manual 0 
sector2_superlayer1_layer4_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 4 paddle manual 12 order manual 0 
sector2_superlayer1_layer5_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 5 paddle manual 9 order manual 0 
sector2_superlayer1_layer5_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 5 paddle manual 10 order manual 0 
sector2_superlayer1_layer5_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 5 paddle manual 11 order manual 0 
sector2_superlayer1_layer5_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 5 paddle manual 12 order manual 0 
sector2_superlayer1_layer6_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 6 paddle manual 9 order manual 0 
sector2_superlayer1_layer6_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 6 paddle manual 10 order manual 0 
sector2_superlayer1_layer6_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 6 paddle manual 11 order manual 0 
sector2_superlayer1_layer6_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 6 paddle manual 12 order manual 0 
sector2_superlayer1_layer7_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 7 paddle manual 9 order manual 0 
sector2_superlayer1_layer7_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 7 paddle manual 10 order manual 0 
sector2_superlayer1_layer7_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 7 paddle manual 11 order manual 0 
sector2_superlayer1_layer7_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 7 paddle manual 12 order manual 0 
sector2_superlayer1_layer8_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 8 paddle manual 9 order manual 0 
sector2_superlayer1_layer8_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 8 paddle manual 10 order manual 0 
sector2_superlayer1_layer8_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 8 paddle manual 11 order manual 0 
sector2_superlayer1_layer8_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 8 paddle manual 12 order manual 0 
sector2_superlayer1_layer9_paddle9  |         ahdc_mother  |ATOFpaddle9 sector2 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm      56.567566*mm      56.716953*mm      70.729109*mm      70.878497*mm      63.097012*mm      77.750468*mm      50.493331*mm      62.186219*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 9 paddle manual 9 order manual 0 
sector2_superlayer1_layer9_paddle10  |         ahdc_mother  |ATOFpaddle10 sector2 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm      50.329147*mm      62.319172*mm      62.932827*mm      77.883422*mm      54.624223*mm      83.919977*mm      43.716493*mm      67.123547*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 9 paddle manual 10 order manual 0 
sector2_superlayer1_layer9_paddle11  |         ahdc_mother  |ATOFpaddle11 sector2 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm      43.539312*mm      67.238610*mm      54.447040*mm      84.035040*mm      45.552960*mm      89.170040*mm      36.460688*mm      71.325455*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 9 paddle manual 11 order manual 0 
sector2_superlayer1_layer9_paddle12  |         ahdc_mother  |ATOFpaddle12 sector2 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm      36.272450*mm      71.421367*mm      45.364720*mm      89.265953*mm      35.982608*mm      93.443138*mm      28.805413*mm      74.745906*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 2 superlayer manual 1 layer manual 9 paddle manual 12 order manual 0 
sector3_superlayer0_layer0_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      27.531599*mm      72.017032*mm      28.608180*mm      74.821617*mm      20.834539*mm      77.347426*mm      20.057018*mm      74.445671*mm      27.531599*mm      72.017032*mm      28.608180*mm      74.821617*mm      20.834539*mm      77.347426*mm      20.057018*mm      74.445671*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 0 layer manual 0 paddle manual 13 order manual 0 
sector3_superlayer0_layer0_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      19.852949*mm      74.500351*mm      20.630473*mm      77.402105*mm      12.635398*mm      79.101511*mm      12.165452*mm      76.134379*mm      19.852949*mm      74.500351*mm      20.630473*mm      77.402105*mm      12.635398*mm      79.101511*mm      12.165452*mm      76.134379*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 0 layer manual 0 paddle manual 14 order manual 0 
sector3_superlayer0_layer0_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      11.956785*mm      76.167429*mm      12.426734*mm      79.134560*mm       4.297820*mm      79.988943*mm       4.140599*mm      76.988943*mm      11.956785*mm      76.167429*mm      12.426734*mm      79.134560*mm       4.297820*mm      79.988943*mm       4.140599*mm      76.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 0 layer manual 0 paddle manual 15 order manual 0 
sector3_superlayer0_layer0_paddle16  |         ahdc_mother  |ATOFpaddle16 sector3 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm       3.929620*mm      77.000000*mm       4.086845*mm      80.000000*mm      -4.086845*mm      80.000000*mm      -3.929620*mm      77.000000*mm       3.929620*mm      77.000000*mm       4.086845*mm      80.000000*mm      -4.086845*mm      80.000000*mm      -3.929620*mm      77.000000*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 0 layer manual 0 paddle manual 16 order manual 0 
sector3_superlayer1_layer0_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 0 paddle manual 13 order manual 0 
sector3_superlayer1_layer0_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 0 paddle manual 14 order manual 0 
